V,A
-1.22236,-0.00000000000187
-1.10163,-0.00000000000186
-0.97147,-0.00000000000187
-0.88469,-0.00000000000188
-0.78849,-0.00000000000181
-0.69039,-0.00000000000172
-0.60928,-0.00000000000166
-0.48478,-0.00000000000147
-0.38668,-0.00000000000112
-0.29425,-0.000000000000042
-0.19616,0.00000000000265
-0.10561,0.00000000000476
-0.03393,0.00000000000857
