V,A
-1.50871,-0.00000000000178
-1.39996,-0.00000000000172
-1.29684,-0.00000000000177
-1.21246,-0.00000000000172
-1.07558,-0.00000000000176
-0.97245,-0.00000000000173
-0.88808,-0.00000000000153
-0.79808,-0.00000000000134
-0.70245,-0.00000000000113
-0.62932,-0.000000000000975
-0.48495,-0.000000000000303
-0.31057,0.00000000000103
-0.20744,0.00000000000218
-0.09869,0.00000000000378
-0.00306,0.00000000000575
