V,A
-1.4854,-0.00000000000176
-1.39999,-0.00000000000176
-1.31459,-0.00000000000165
-1.19312,-0.0000000000015
-1.08874,-0.00000000000131
-1.01092,-0.00000000000106
-0.90085,-0.000000000000595
-0.80405,-0.0000000000000106
-0.70536,0.000000000000623
-0.61426,0.00000000000143
-0.50419,0.00000000000245
-0.39411,0.00000000000354
-0.27834,0.00000000000534
-0.18154,0.00000000000744
