V,A
-1.41096,-0.00000000000186
-1.31416,-0.00000000000188
-1.19839,-0.00000000000182
-1.08831,-0.00000000000172
-0.99722,-0.00000000000157
-0.9232,-0.00000000000143
-0.81502,-0.00000000000123
-0.70494,-0.000000000000827
-0.58917,-0.0000000000000372
-0.52274,0.0000000000011
-0.39368,0.00000000000211
-0.27222,0.00000000000414
-0.18681,0.00000000000649
